2869,0:00:16,1,S1,,24.0,0.00
2869,0:00:17,2,S1,,24.0,0.00
2869,0:00:18,3,S1,,24.0,0.00
2869,0:00:19,4,S1,,24.0,0.00
2869,0:00:20,5,S1,,24.0,0.00
2869,0:00:21,6,S1,,24.0,0.00
2869,0:00:22,7,S1,,24.0,0.00
2869,0:00:23,8,S1,,24.0,0.00
2869,0:00:24,9,S1,,24.0,0.00
2869,0:00:25,10,S1,,24.0,0.00
2869,0:00:26,11,S1,,24.0,0.00
2869,0:00:27,12,S1,,24.0,0.00
2869,0:00:28,13,S1,,24.0,0.00
2869,0:00:29,14,S1,,24.0,0.00
2869,0:00:30,15,S1,,24.0,0.00
2869,0:00:31,16,S1,,24.0,0.00
2869,0:00:33,17,S1,,24.0,0.00
2869,0:00:34,18,S1,,24.0,0.00
2869,0:00:35,19,S1,,24.0,0.00
2869,0:00:36,20,S1,,24.0,0.00
2869,0:00:37,21,S1,,24.0,0.00
2869,0:00:38,22,S1,,24.0,0.00
2869,0:00:39,23,S1,,24.0,0.00
2869,0:00:40,24,S1,,24.0,0.00
2869,0:00:41,25,S1,,24.0,0.00
2869,0:00:42,26,S1,,24.0,0.00
2869,0:00:43,27,S1,,24.0,0.00
2869,0:00:44,28,S1,,24.0,0.00
2869,0:00:45,29,S1,,24.0,0.00
2869,0:00:46,30,S1,,24.0,0.00
2869,0:00:47,31,S1,,24.0,0.00
2869,0:00:48,32,S1,,24.0,0.00
2869,0:00:50,33,S1,,24.0,0.00
2869,0:00:51,34,S1,,24.0,0.00
2869,0:00:52,35,S1,,24.0,0.00
2869,0:00:53,36,S1,,24.0,0.00
2869,0:00:54,37,S1,,24.0,0.00
2869,0:00:55,38,S1,,24.0,0.00
2869,0:00:56,39,S1,,24.0,0.00
2869,0:00:57,40,S1,,24.0,0.00
2869,0:00:58,41,S1,,24.0,0.00
2869,0:00:59,42,S1,,24.0,0.00
2869,0:01:00,43,S1,,24.0,0.00
2869,0:01:01,44,S1,,24.0,0.00
2869,0:01:02,45,S1,,24.0,0.00
2869,0:01:03,46,S1,,24.0,0.00
2869,0:01:04,47,S1,,24.0,0.00
2869,0:01:05,48,S1,,24.0,0.00
2869,0:01:07,49,S1,,24.0,0.00
2869,0:01:08,50,S1,,24.0,0.00
2869,0:01:09,51,S1,,24.0,0.00
2869,0:01:10,52,S1,,24.0,0.00
2869,0:01:11,53,S1,,24.0,0.00
2869,0:01:12,54,S1,,24.0,0.00
