2869,0:00:20,1,S1,38.0,24.0,0.00
2869,0:00:21,2,S1,38.0,24.0,0.00
2869,0:00:22,3,S1,38.0,24.0,0.00
2869,0:00:23,4,S1,38.0,24.0,0.00
2869,0:00:24,5,S1,38.0,24.0,0.00
2869,0:00:25,6,S1,38.0,24.0,0.00
2869,0:00:26,7,S1,38.0,24.0,0.00
2869,0:00:27,8,S1,38.0,24.0,0.00
2869,0:00:28,9,S1,38.0,24.0,0.00
2869,0:00:30,10,S1,38.0,24.0,0.00
2869,0:00:31,11,S1,38.0,24.0,0.00
2869,0:00:32,12,S1,38.0,24.0,0.00
2869,0:00:33,13,S1,38.0,24.0,0.00
2869,0:00:34,14,S1,38.0,24.0,0.00
2869,0:00:35,15,S1,38.0,24.0,0.00
2869,0:00:36,16,S1,38.0,24.0,0.00
2869,0:00:37,17,S1,38.0,24.0,0.00
2869,0:00:38,18,S1,38.0,24.0,0.00
2869,0:00:39,19,S1,38.0,24.0,0.00
2869,0:00:40,20,S1,38.0,24.0,0.00
2869,0:00:41,21,S1,38.0,24.0,0.00
2869,0:00:42,22,S1,38.0,24.0,0.00
2869,0:00:43,23,S1,38.0,24.0,0.00
2869,0:00:45,24,S1,38.0,24.0,0.00
2869,0:00:46,25,S1,38.0,24.0,0.00
2869,0:00:47,26,S1,38.0,24.0,0.00
2869,0:00:48,27,S1,38.0,24.0,0.00
2869,0:00:49,28,S1,38.0,24.0,0.00
2869,0:00:50,29,S1,38.0,24.0,0.00
2869,0:00:51,30,S1,38.0,24.0,0.00
2869,0:00:52,31,S1,38.0,24.0,0.00
2869,0:00:53,32,S1,38.0,24.0,0.00
2869,0:00:54,33,S1,38.0,24.0,0.00
2869,0:00:55,34,S1,38.0,24.0,0.00
2869,0:00:56,35,S1,38.0,24.0,0.00
2869,0:00:57,36,S1,38.0,24.0,0.00
2869,0:00:58,37,S1,38.0,24.0,0.00
2869,0:01:00,38,S1,38.0,24.0,0.00
2869,0:01:01,39,S1,38.0,24.0,0.00
2869,0:01:02,40,S1,38.0,24.0,0.00
2869,0:01:03,41,S1,38.0,24.0,0.00
2869,0:01:04,42,S1,38.0,24.0,0.00
2869,0:01:05,43,S1,38.0,24.0,0.00
2869,0:01:06,44,S1,38.0,24.0,0.00
2869,0:01:07,45,S1,38.0,24.0,0.00
2869,0:01:08,46,S1,38.0,24.0,0.00
2869,0:01:09,47,S1,38.0,24.0,0.00
2869,0:01:10,48,S1,38.0,24.0,0.00
2869,0:01:11,49,S1,38.0,24.0,0.00
2869,0:01:12,50,S1,38.0,24.0,0.00
2869,0:01:14,51,S1,38.0,24.0,0.00
2869,0:01:15,52,S1,38.0,24.0,0.00
2869,0:01:16,53,S1,38.0,24.0,0.00
2869,0:01:17,54,S1,38.0,24.0,0.00
2869,0:01:18,55,S1,38.0,24.0,0.00
2869,0:01:19,56,S1,38.0,24.0,0.00
2869,0:01:20,57,S1,38.0,24.0,0.00
2869,0:01:21,58,S1,38.0,24.0,0.00
2869,0:01:22,59,S1,38.0,24.0,0.00
2869,0:01:23,60,S1,38.0,24.0,0.00
