2869, 0:00:16, 1, S1
2869, 0:00:17, 2, S1
2869, 0:00:18, 3, S1
2869, 0:00:19, 4, S1
2869, 0:00:20, 5, S1
2869, 0:00:21, 6, S1
2869, 0:00:22, 7, S1
2869, 0:00:23, 8, S1
2869, 0:00:24, 9, S1
2869, 0:00:26, 10, S1
2869, 0:00:27, 11, S1
2869, 0:00:28, 12, S1
2869, 0:00:29, 13, S1
2869, 0:00:30, 14, S1
2869, 0:00:31, 15, S1
2869, 0:00:32, 16, S1
2869, 0:00:33, 17, S1
2869, 0:00:34, 18, S1
2869, 0:00:35, 19, S1
2869, 0:00:36, 20, S1
2869, 0:00:37, 21, S1
2869, 0:00:38, 22, S1
2869, 0:00:39, 23, S1
2869, 0:00:41, 24, S1
2869, 0:00:42, 25, S1
2869, 0:00:43, 26, S1
2869, 0:00:44, 27, S1
2869, 0:00:45, 28, S1
2869, 0:00:46, 29, S1
2869, 0:00:47, 30, S1
2869, 0:00:48, 31, S1
2869, 0:00:49, 32, S1
2869, 0:00:50, 33, S1
2869, 0:00:51, 34, S1
2869, 0:00:52, 35, S1
2869, 0:00:53, 36, S1
2869, 0:00:54, 37, S1
2869, 0:00:56, 38, S1
2869, 0:00:57, 39, S1
2869, 0:00:58, 40, S1
2869, 0:00:59, 41, S1
2869, 0:01:00, 42, S1
2869, 0:01:01, 43, S1
2869, 0:01:02, 44, S1
2869, 0:01:03, 45, S1
2869, 0:01:04, 46, S1
2869, 0:01:05, 47, S1
2869, 0:01:06, 48, S1
2869, 0:01:07, 49, S1
2869, 0:01:08, 50, S1
2869, 0:01:09, 51, S1
2869, 0:01:10, 52, S1
2869, 0:01:12, 53, S1
2869, 0:01:13, 54, S1
2869, 0:01:14, 55, S1
2869, 0:01:15, 56, S1
2869, 0:01:16, 57, S1
2869, 0:01:17, 58, S1
2869, 0:01:18, 59, S1
2869, 0:01:19, 60, S1
2869, 0:01:20, 61, S1
2869, 0:01:21, 62, S1
2869, 0:01:22, 63, S1
2869, 0:01:23, 64, S1
2869, 0:01:24, 65, S1
2869, 0:01:25, 66, S1
2869, 0:01:26, 67, S1
2869, 0:01:28, 68, S1
2869, 0:01:29, 69, S1
2869, 0:01:30, 70, S1
2869, 0:01:31, 71, S1
2869, 0:01:32, 72, S1
2869, 0:01:33, 73, S1
2869, 0:01:34, 74, S1
2869, 0:01:35, 75, S1
2869, 0:01:36, 76, S1
2869, 0:01:37, 77, S1
2869, 0:01:38, 78, S1
2869, 0:01:39, 79, S1
2869, 0:01:40, 80, S1
2869, 0:01:42, 80, S1
2869, 0:01:46, 80, S1
2869, 0:01:47, 80, S1
2869, 0:01:53, 80, S1
2869, 0:02:12, 80, S1
2869, 0:02:30, 80, S1
