2869,0:00:18,1,S1,38.0,24.0,0.00
2869,0:00:19,2,S1,38.0,24.0,0.00
2869,0:00:20,3,S1,38.0,24.0,0.00
2869,0:00:21,4,S1,38.0,24.0,0.00
2869,0:00:22,5,S1,38.0,24.0,0.00
2869,0:00:23,6,S1,38.0,24.0,0.00
2869,0:00:24,7,S1,38.0,24.0,0.00
2869,0:00:25,8,S1,38.0,24.0,0.00
2869,0:00:26,9,S1,38.0,24.0,0.00
2869,0:00:28,10,S1,38.0,24.0,0.00
2869,0:00:29,11,S1,38.0,24.0,0.00
2869,0:00:30,12,S1,38.0,24.0,0.00
2869,0:00:31,13,S1,38.0,24.0,0.00
2869,0:00:32,14,S1,38.0,24.0,0.00
2869,0:00:33,15,S1,38.0,24.0,0.00
2869,0:00:34,16,S1,38.0,24.0,0.00
2869,0:00:35,17,S1,38.0,24.0,0.00
2869,0:00:36,18,S1,38.0,24.0,0.00
2869,0:00:37,19,S1,38.0,24.0,0.00
2869,0:00:38,20,S1,38.0,24.0,0.00
2869,0:00:39,21,S1,38.0,24.0,0.00
2869,0:00:40,22,S1,38.0,24.0,0.00
2869,0:00:41,23,S1,38.0,24.0,0.00
2869,0:00:43,24,S1,38.0,24.0,0.00
2869,0:00:44,25,S1,38.0,24.0,0.00
2869,0:00:45,26,S1,38.0,24.0,0.00
2869,0:00:46,27,S1,38.0,24.0,0.00
2869,0:00:47,28,S1,38.0,24.0,0.00
2869,0:00:48,29,S1,38.0,24.0,0.00
2869,0:00:49,30,S1,38.0,24.0,0.00
2869,0:00:50,31,S1,38.0,24.0,0.00
2869,0:00:51,32,S1,38.0,24.0,0.00
2869,0:00:52,33,S1,38.0,24.0,0.00
